CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment,KMeans_Cluster
CUST-1273,17,14,7108.43,4,5,4,13,454,Champions,2
CUST-1274,16,1,498.46,4,1,2,7,412,New Customers,2
CUST-1275,14,2,865.8,4,2,3,9,423,New Customers,2
CUST-1276,74,4,2861.46,2,3,3,8,233,At Risk,2
CUST-1277,41,9,9368.97,3,4,4,11,344,Loyal Customers,2
CUST-1278,25,7,5708.89,3,4,4,11,344,Loyal Customers,2
CUST-1279,10,20,32846.56,5,5,5,15,555,Champions,0
CUST-1280,7,1,229.19,5,1,1,7,511,New Customers,2
CUST-1281,11,14,25545.81,5,5,5,15,555,Champions,0
CUST-1282,25,2,594.31,3,2,2,7,322,Need Attention,2
CUST-1283,137,5,1421.4,2,3,3,8,233,At Risk,2
CUST-1284,86,3,1738.56,2,3,3,8,233,At Risk,2
CUST-1285,14,12,13210.92,4,5,5,14,455,Champions,2
CUST-1286,1,2,702.28,5,2,2,9,522,New Customers,2
CUST-1287,112,5,1767.95,2,3,3,8,233,At Risk,2
CUST-1288,124,6,2771.25,2,3,3,8,233,At Risk,2
CUST-1289,61,6,2293.42,3,3,3,9,333,Loyal Customers,2
CUST-1290,28,1,126.02,3,1,1,5,311,Need Attention,2
CUST-1291,1,1,109.1,5,1,1,7,511,New Customers,2
CUST-1292,3,1,319.41,5,1,1,7,511,New Customers,2
CUST-1293,1,27,62079.74,5,5,5,15,555,Champions,0
CUST-1294,336,3,413.71,1,3,2,6,132,Need Attention,1
CUST-1295,136,6,4052.47,2,3,4,9,234,At Risk,2
CUST-1296,12,29,27551.76,4,5,5,14,455,Champions,0
CUST-1297,4,12,26988.21,5,5,5,15,555,Champions,0
CUST-1298,306,3,583.63,1,3,2,6,132,Need Attention,1
CUST-1299,296,3,330.94,1,3,2,6,132,Need Attention,1
CUST-1300,17,1,167.96,4,1,1,6,411,New Customers,2
CUST-1301,25,12,9898.02,3,5,5,13,355,Loyal Customers,2
CUST-1302,336,2,190.77,1,2,1,4,121,Lost,1
CUST-1303,363,1,94.26,1,1,1,3,111,Lost,1
CUST-1304,32,11,5772.17,3,4,4,11,344,Loyal Customers,2
CUST-1305,82,4,2274.19,2,3,3,8,233,At Risk,2
CUST-1306,27,7,5944.82,3,4,4,11,344,Loyal Customers,2
CUST-1307,36,9,4286.93,3,4,4,11,344,Loyal Customers,2
CUST-1308,22,1,409.08,4,1,2,7,412,New Customers,2
CUST-1309,8,1,346.3,5,1,2,8,512,New Customers,2
CUST-1310,285,3,796.36,1,3,2,6,132,Need Attention,1
CUST-1311,5,2,578.39,5,2,2,9,522,New Customers,2
CUST-1312,295,2,403.61,1,2,2,5,122,Lost,1
CUST-1313,17,1,259.18,4,1,1,6,411,New Customers,2
CUST-1314,60,4,3484.24,3,3,3,9,333,Loyal Customers,2
CUST-1315,7,15,30732.09,5,5,5,15,555,Champions,0
CUST-1316,18,1,415.83,4,1,2,7,412,New Customers,2
CUST-1317,327,2,327.46,1,2,1,4,121,Lost,1
CUST-1318,323,3,675.98,1,3,2,6,132,Need Attention,1
CUST-1319,32,9,3610.38,3,4,3,10,343,Loyal Customers,2
CUST-1320,29,8,9566.95,3,4,4,11,344,Loyal Customers,2
CUST-1321,74,4,3124.53,2,3,3,8,233,At Risk,2
CUST-1322,20,13,11908.75,4,5,5,14,455,Champions,2
CUST-1323,276,2,369.8,1,2,2,5,122,Lost,1
CUST-1324,243,3,262.27,1,3,1,5,131,Need Attention,1
CUST-1325,26,2,772.22,3,2,2,7,322,Need Attention,2
CUST-1326,28,7,5311.2,3,4,4,11,344,Loyal Customers,2
CUST-1327,116,5,4711.61,2,3,4,9,234,At Risk,2
CUST-1328,28,8,9301.4,3,4,4,11,344,Loyal Customers,2
CUST-1329,20,2,386.98,4,2,2,8,422,New Customers,2
CUST-1330,259,3,355.39,1,3,2,6,132,Need Attention,1
CUST-1331,67,6,3709.61,2,3,3,8,233,At Risk,2
CUST-1332,13,18,55180.2,4,5,5,14,455,Champions,0
CUST-1333,9,21,26429.09,5,5,5,15,555,Champions,0
CUST-1334,6,24,63828.83,5,5,5,15,555,Champions,0
CUST-1335,11,14,10716.48,5,5,5,15,555,Champions,2
CUST-1336,112,3,826.98,2,3,2,7,232,Need Attention,2
CUST-1337,29,1,332.92,3,1,2,6,312,Need Attention,2
CUST-1338,64,5,3198.46,3,3,3,9,333,Loyal Customers,2
CUST-1339,41,8,4400.4,3,4,4,11,344,Loyal Customers,2
CUST-1340,69,6,4704.02,2,3,4,9,234,At Risk,2
CUST-1341,349,3,156.76,1,3,1,5,131,Need Attention,1
CUST-1342,6,2,609.85,5,2,2,9,522,New Customers,2
CUST-1343,19,12,12019.64,4,5,5,14,455,Champions,2
CUST-1344,26,7,7310.68,3,4,4,11,344,Loyal Customers,2
CUST-1345,308,2,388.46,1,2,2,5,122,Lost,1
CUST-1346,90,7,5209.47,2,4,4,10,244,At Risk,2
CUST-1347,2,20,28781.49,5,5,5,15,555,Champions,0
CUST-1348,39,11,10549.01,3,4,5,12,345,Loyal Customers,2
CUST-1349,11,15,45315.41,5,5,5,15,555,Champions,0
CUST-1350,342,1,149.62,1,1,1,3,111,Lost,1
CUST-1351,44,6,4554.53,3,3,4,10,334,Loyal Customers,2
CUST-1352,103,6,4243.28,2,3,4,9,234,At Risk,2
CUST-1353,148,6,1562.17,2,3,3,8,233,At Risk,2
CUST-1354,26,1,467.78,3,1,2,6,312,Need Attention,2
CUST-1355,64,3,2412.87,3,3,3,9,333,Loyal Customers,2
CUST-1356,355,1,74.18,1,1,1,3,111,Lost,1
CUST-1357,2,15,35843.53,5,5,5,15,555,Champions,0
CUST-1358,329,1,97.19,1,1,1,3,111,Lost,1
CUST-1359,180,2,242.12,2,2,1,5,221,Need Attention,1
CUST-1360,6,21,37533.41,5,5,5,15,555,Champions,0
CUST-1361,22,1,268.84,4,1,1,6,411,New Customers,2
CUST-1362,4,18,43407.97,5,5,5,15,555,Champions,0
CUST-1363,13,25,71211.64,4,5,5,14,455,Champions,0
CUST-1364,123,6,1458.22,2,3,3,8,233,At Risk,2
CUST-1365,25,12,7186.32,3,5,4,12,354,Loyal Customers,2
CUST-1366,229,3,605.62,1,3,2,6,132,Need Attention,1
CUST-1367,32,8,8211.35,3,4,4,11,344,Loyal Customers,2
CUST-1368,14,13,12038.66,4,5,5,14,455,Champions,2
CUST-1369,29,1,368.94,3,1,2,6,312,Need Attention,2
CUST-1370,4,1,357.76,5,1,2,8,512,New Customers,2
CUST-1371,38,7,3171.34,3,4,3,10,343,Loyal Customers,2
CUST-1372,39,13,14430.12,3,5,5,13,355,Loyal Customers,2
CUST-1373,103,7,2759.13,2,4,3,9,243,At Risk,2
CUST-1374,29,14,15383.13,3,5,5,13,355,Loyal Customers,2
CUST-1375,10,19,33952.76,5,5,5,15,555,Champions,0
CUST-1376,251,2,369.06,1,2,2,5,122,Lost,1
CUST-1377,69,4,2802.46,2,3,3,8,233,At Risk,2
CUST-1378,266,1,59.22,1,1,1,3,111,Lost,1
CUST-1379,10,22,34152.44,5,5,5,15,555,Champions,0
CUST-1380,13,23,41967.57,4,5,5,14,455,Champions,0
CUST-1381,4,26,30831.37,5,5,5,15,555,Champions,0
CUST-1382,125,4,1954.46,2,3,3,8,233,At Risk,2
CUST-1383,61,5,3792.24,3,3,3,9,333,Loyal Customers,2
CUST-1384,13,2,577.41,4,2,2,8,422,New Customers,2
CUST-1385,27,12,8556.85,3,5,4,12,354,Loyal Customers,2
CUST-1386,264,2,136.63,1,2,1,4,121,Lost,1
CUST-1387,9,1,394.93,5,1,2,8,512,New Customers,2
CUST-1388,13,17,51925.3,4,5,5,14,455,Champions,0
CUST-1389,133,6,4137.34,2,3,4,9,234,At Risk,2
CUST-1390,294,3,227.18,1,3,1,5,131,Need Attention,1
CUST-1391,278,1,76.97,1,1,1,3,111,Lost,1
CUST-1392,44,7,6753.12,3,4,4,11,344,Loyal Customers,2
CUST-1393,3,28,23049.6,5,5,5,15,555,Champions,0
CUST-1394,191,3,581.86,1,3,2,6,132,Need Attention,1
CUST-1395,363,2,294.44,1,2,1,4,121,Lost,1
CUST-1396,210,1,288.68,1,1,1,3,111,Lost,1
CUST-1397,43,13,6265.12,3,5,4,12,354,Loyal Customers,2
CUST-1398,25,11,9440.34,3,4,4,11,344,Loyal Customers,2
CUST-1399,20,13,11416.68,4,5,5,14,455,Champions,2
CUST-1400,145,6,1657.42,2,3,3,8,233,At Risk,2
CUST-1401,12,28,71308.1,4,5,5,14,455,Champions,0
CUST-1402,195,2,555.39,1,2,2,5,122,Lost,1
CUST-1403,33,14,10607.05,3,5,5,13,355,Loyal Customers,2
CUST-1404,15,1,134.07,4,1,1,6,411,New Customers,2
CUST-1405,24,14,10194.26,3,5,5,13,355,Loyal Customers,2
CUST-1406,18,1,148.03,4,1,1,6,411,New Customers,2
CUST-1407,1,17,34481.19,5,5,5,15,555,Champions,0
CUST-1408,29,2,254.67,3,2,1,6,321,Need Attention,2
CUST-1409,12,26,52258.73,4,5,5,14,455,Champions,0
CUST-1410,28,1,301.77,3,1,1,5,311,Need Attention,2
CUST-1411,98,3,1507.43,2,3,3,8,233,At Risk,2
CUST-1412,4,1,293.14,5,1,1,7,511,New Customers,2
CUST-1413,12,2,445.85,4,2,2,8,422,New Customers,2
CUST-1414,264,2,189.39,1,2,1,4,121,Lost,1
CUST-1415,67,3,2255.15,2,3,3,8,233,At Risk,2
CUST-1416,135,3,1584.23,2,3,3,8,233,At Risk,2
CUST-1417,8,1,142.81,5,1,1,7,511,New Customers,2
CUST-1418,7,1,336.64,5,1,2,8,512,New Customers,2
CUST-1419,148,6,3593.04,2,3,3,8,233,At Risk,2
CUST-1420,1,16,40528.77,5,5,5,15,555,Champions,0
CUST-1421,225,1,186.06,1,1,1,3,111,Lost,1
CUST-1422,120,7,5530.79,2,4,4,10,244,At Risk,2
CUST-1423,12,12,26671.59,4,5,5,14,455,Champions,0
CUST-1424,16,2,494.55,4,2,2,8,422,New Customers,2
CUST-1425,25,6,4183.37,3,3,4,10,334,Loyal Customers,2
CUST-1426,253,2,173.76,1,2,1,4,121,Lost,1
CUST-1427,11,17,27667.95,5,5,5,15,555,Champions,0
CUST-1428,20,2,946.34,4,2,3,9,423,New Customers,2
CUST-1429,287,2,196.86,1,2,1,4,121,Lost,1
CUST-1430,29,10,6246.14,3,4,4,11,344,Loyal Customers,2
CUST-1431,112,7,3531.85,2,4,3,9,243,At Risk,2
CUST-1432,146,5,3513.67,2,3,3,8,233,At Risk,2
CUST-1433,200,3,411.1,1,3,2,6,132,Need Attention,1
CUST-1434,7,2,774.97,5,2,2,9,522,New Customers,2
CUST-1435,22,2,619.54,4,2,2,8,422,New Customers,2
CUST-1436,69,6,3267.14,2,3,3,8,233,At Risk,2
CUST-1437,205,1,212.96,1,1,1,3,111,Lost,1
CUST-1438,314,3,463.69,1,3,2,6,132,Need Attention,1
CUST-1439,8,2,857.44,5,2,3,10,523,New Customers,2
CUST-1440,40,6,5742.42,3,3,4,10,334,Loyal Customers,2
CUST-1441,32,8,8887.63,3,4,4,11,344,Loyal Customers,2
CUST-1442,301,2,241.11,1,2,1,4,121,Lost,1
CUST-1443,89,7,5111.14,2,4,4,10,244,At Risk,2
CUST-1444,133,5,2364.95,2,3,3,8,233,At Risk,2
CUST-1445,6,26,52502.9,5,5,5,15,555,Champions,0
CUST-1446,5,20,29566.53,5,5,5,15,555,Champions,0
CUST-1447,9,18,38877.95,5,5,5,15,555,Champions,0
CUST-1448,16,2,389.24,4,2,2,8,422,New Customers,2
CUST-1449,123,3,1190.32,2,3,3,8,233,At Risk,2
CUST-1450,199,1,120.9,1,1,1,3,111,Lost,1
CUST-1451,352,1,259.44,1,1,1,3,111,Lost,1
CUST-1452,11,1,600.4,5,1,2,8,512,New Customers,2
CUST-1453,256,2,500.22,1,2,2,5,122,Lost,1
CUST-1454,122,7,3235.63,2,4,3,9,243,At Risk,2
CUST-1455,273,1,245.44,1,1,1,3,111,Lost,1
CUST-1456,362,1,327.95,1,1,2,4,112,Lost,1
CUST-1457,244,2,698.53,1,2,2,5,122,Lost,1
CUST-1458,80,3,887.25,2,3,3,8,233,At Risk,2
CUST-1459,4,15,39289.41,5,5,5,15,555,Champions,0
CUST-1460,244,3,433.02,1,3,2,6,132,Need Attention,1
CUST-1461,43,6,2669.06,3,3,3,9,333,Loyal Customers,2
CUST-1462,84,6,5292.66,2,3,4,9,234,At Risk,2
CUST-1463,228,1,182.88,1,1,1,3,111,Lost,1
CUST-1464,234,1,42.74,1,1,1,3,111,Lost,1
CUST-1465,138,7,2178.05,2,4,3,9,243,At Risk,2
CUST-1466,134,6,3741.88,2,3,3,8,233,At Risk,2
CUST-1467,14,2,682.57,4,2,2,8,422,New Customers,2
CUST-1468,112,5,3173.94,2,3,3,8,233,At Risk,2
CUST-1469,233,3,700.91,1,3,2,6,132,Need Attention,1
CUST-1470,14,2,244.54,4,2,1,7,421,New Customers,2
CUST-1471,42,8,8309.46,3,4,4,11,344,Loyal Customers,2
CUST-1472,132,7,1449.08,2,4,3,9,243,At Risk,2
CUST-1473,296,3,738.18,1,3,2,6,132,Need Attention,1
CUST-1474,142,3,1549.28,2,3,3,8,233,At Risk,2
CUST-1475,3,1,181.23,5,1,1,7,511,New Customers,2
CUST-1476,188,3,829.24,1,3,2,6,132,Need Attention,1
CUST-1477,62,3,1407.35,3,3,3,9,333,Loyal Customers,2
CUST-1478,21,14,15153.33,4,5,5,14,455,Champions,2
CUST-1479,34,14,14485.3,3,5,5,13,355,Loyal Customers,2
CUST-1480,304,1,182.69,1,1,1,3,111,Lost,1
CUST-1481,307,3,706.88,1,3,2,6,132,Need Attention,1
CUST-1482,271,2,230.84,1,2,1,4,121,Lost,1
CUST-1483,6,22,22941.17,5,5,5,15,555,Champions,0
CUST-1484,38,6,5281.8,3,3,4,10,334,Loyal Customers,2
CUST-1485,8,2,598.01,5,2,2,9,522,New Customers,2
CUST-1486,9,2,376.24,5,2,2,9,522,New Customers,2
CUST-1487,289,2,381.76,1,2,2,5,122,Lost,1
CUST-1488,224,1,203.27,1,1,1,3,111,Lost,1
CUST-1489,6,20,37470.86,5,5,5,15,555,Champions,0
CUST-1490,360,1,193.47,1,1,1,3,111,Lost,1
CUST-1491,128,3,2086.51,2,3,3,8,233,At Risk,2
CUST-1492,284,3,330.6,1,3,2,6,132,Need Attention,1
CUST-1493,231,2,585.3,1,2,2,5,122,Lost,1
CUST-1494,26,2,351.28,3,2,2,7,322,Need Attention,2
CUST-1495,40,13,6052.06,3,5,4,12,354,Loyal Customers,2
CUST-1496,36,13,9376.47,3,5,4,12,354,Loyal Customers,2
CUST-1497,120,7,5481.07,2,4,4,10,244,At Risk,2
CUST-1498,23,7,4619.15,4,4,4,12,444,Champions,2
CUST-1499,7,1,237.06,5,1,1,7,511,New Customers,2
CUST-1500,6,1,346.42,5,1,2,8,512,New Customers,2
CUST-1501,7,1,133.2,5,1,1,7,511,New Customers,2
CUST-1502,143,6,2379.49,2,3,3,8,233,At Risk,2
CUST-1503,2,21,36032.07,5,5,5,15,555,Champions,0
CUST-1504,23,10,4696.51,4,4,4,12,444,Champions,2
CUST-1505,209,3,1037.51,1,3,3,7,133,At Risk,1
CUST-1506,28,14,15388.56,3,5,5,13,355,Loyal Customers,2
CUST-1507,28,7,5618.21,3,4,4,11,344,Loyal Customers,2
CUST-1508,299,2,551.06,1,2,2,5,122,Lost,1
CUST-1509,11,1,360.26,5,1,2,8,512,New Customers,2
CUST-1510,344,2,214.71,1,2,1,4,121,Lost,1
CUST-1511,3,15,18722.51,5,5,5,15,555,Champions,2
CUST-1512,141,3,1402.1,2,3,3,8,233,At Risk,2
CUST-1513,227,1,123.38,1,1,1,3,111,Lost,1
CUST-1514,11,27,65064.86,5,5,5,15,555,Champions,0
CUST-1515,245,2,538.1,1,2,2,5,122,Lost,1
CUST-1516,20,10,5217.54,4,4,4,12,444,Champions,2
CUST-1517,18,2,803.74,4,2,2,8,422,New Customers,2
CUST-1518,8,2,1118.38,5,2,3,10,523,New Customers,2
CUST-1519,9,27,75479.75,5,5,5,15,555,Champions,0
CUST-1520,81,3,2020.66,2,3,3,8,233,At Risk,2
CUST-1521,89,5,3039.15,2,3,3,8,233,At Risk,2
CUST-1522,84,3,1843.29,2,3,3,8,233,At Risk,2
CUST-1523,18,9,5144.26,4,4,4,12,444,Champions,2
CUST-1524,114,7,4049.7,2,4,4,10,244,At Risk,2
CUST-1525,10,2,698.82,5,2,2,9,522,New Customers,2
CUST-1526,11,1,367.9,5,1,2,8,512,New Customers,2
CUST-1527,18,11,4560.26,4,4,4,12,444,Champions,2
CUST-1528,43,8,6701.45,3,4,4,11,344,Loyal Customers,2
CUST-1529,12,1,546.94,4,1,2,7,412,New Customers,2
CUST-1530,77,4,2199.07,2,3,3,8,233,At Risk,2
CUST-1531,10,2,399.08,5,2,2,9,522,New Customers,2
CUST-1532,229,2,200.37,1,2,1,4,121,Lost,1
CUST-1533,15,2,457.78,4,2,2,8,422,New Customers,2
CUST-1534,95,3,661.55,2,3,2,7,232,Need Attention,2
CUST-1535,137,7,2595.81,2,4,3,9,243,At Risk,2
CUST-1536,29,2,680.7,3,2,2,7,322,Need Attention,2
CUST-1537,1,21,43297.71,5,5,5,15,555,Champions,0
CUST-1538,21,6,5245.03,4,3,4,11,434,Loyal Customers,2
CUST-1539,276,1,257.75,1,1,1,3,111,Lost,1
CUST-1540,8,23,43451.18,5,5,5,15,555,Champions,0
CUST-1541,333,2,306.42,1,2,1,4,121,Lost,1
CUST-1542,209,2,310.82,1,2,1,4,121,Lost,1
CUST-1543,21,2,840.76,4,2,2,8,422,New Customers,2
CUST-1544,29,8,4795.74,3,4,4,11,344,Loyal Customers,2
CUST-1545,299,2,145.38,1,2,1,4,121,Lost,1
CUST-1546,21,2,464.36,4,2,2,8,422,New Customers,2
CUST-1547,75,3,2079.42,2,3,3,8,233,At Risk,2
CUST-1548,12,12,12647.08,4,5,5,14,455,Champions,2
CUST-1549,260,1,226.33,1,1,1,3,111,Lost,1
CUST-1550,36,9,8632.6,3,4,4,11,344,Loyal Customers,2
CUST-1551,320,2,237.47,1,2,1,4,121,Lost,1
CUST-1552,41,6,3709.22,3,3,3,9,333,Loyal Customers,2
CUST-1553,271,3,693.98,1,3,2,6,132,Need Attention,1
CUST-1554,3,23,62018.84,5,5,5,15,555,Champions,0
CUST-1555,88,7,2544.73,2,4,3,9,243,At Risk,2
CUST-1556,113,7,5087.23,2,4,4,10,244,At Risk,2
CUST-1557,85,5,1142.91,2,3,3,8,233,At Risk,2
CUST-1558,305,1,54.99,1,1,1,3,111,Lost,1
CUST-1559,20,6,3429.02,4,3,3,10,433,Loyal Customers,2
CUST-1560,1,19,46926.5,5,5,5,15,555,Champions,0
CUST-1561,14,20,43619.73,4,5,5,14,455,Champions,0
CUST-1562,28,1,325.39,3,1,1,5,311,Need Attention,2
CUST-1563,22,1,125.85,4,1,1,6,411,New Customers,2
CUST-1564,34,7,3759.03,3,4,3,10,343,Loyal Customers,2
CUST-1565,76,4,3427.19,2,3,3,8,233,At Risk,2
CUST-1566,6,2,1054.57,5,2,3,10,523,New Customers,2
CUST-1567,4,20,46434.26,5,5,5,15,555,Champions,0
CUST-1568,34,10,5952.23,3,4,4,11,344,Loyal Customers,2
CUST-1569,26,11,5562.39,3,4,4,11,344,Loyal Customers,2
CUST-1570,18,1,313.63,4,1,1,6,411,New Customers,2
CUST-1571,38,7,3921.22,3,4,4,11,344,Loyal Customers,2
CUST-1572,8,28,48071.42,5,5,5,15,555,Champions,0
CUST-1573,142,6,3852.63,2,3,4,9,234,At Risk,2
CUST-1574,143,7,2256.1,2,4,3,9,243,At Risk,2
CUST-1575,42,7,6135.33,3,4,4,11,344,Loyal Customers,2
CUST-1576,12,17,22011.45,4,5,5,14,455,Champions,0
CUST-1577,20,10,6258.92,4,4,4,12,444,Champions,2
CUST-1578,6,18,15097.98,5,5,5,15,555,Champions,0
CUST-1579,31,13,5629.29,3,5,4,12,354,Loyal Customers,2
CUST-1580,98,4,1020.65,2,3,3,8,233,At Risk,2
CUST-1581,41,6,4452.25,3,3,4,10,334,Loyal Customers,2
CUST-1582,28,7,6183.54,3,4,4,11,344,Loyal Customers,2
CUST-1583,321,3,527.12,1,3,2,6,132,Need Attention,1
CUST-1584,214,1,170.56,1,1,1,3,111,Lost,1
CUST-1585,38,9,6166.15,3,4,4,11,344,Loyal Customers,2
CUST-1586,3,1,150.15,5,1,1,7,511,New Customers,2
CUST-1587,314,3,774.66,1,3,2,6,132,Need Attention,1
CUST-1588,121,4,1411.17,2,3,3,8,233,At Risk,2
CUST-1589,4,28,49195.89,5,5,5,15,555,Champions,0
CUST-1590,350,3,862.27,1,3,3,7,133,At Risk,1
CUST-1591,345,1,130.68,1,1,1,3,111,Lost,1
CUST-1592,194,2,339.02,1,2,2,5,122,Lost,1
CUST-1593,102,7,1531.58,2,4,3,9,243,At Risk,2
CUST-1594,4,12,25541.1,5,5,5,15,555,Champions,0
CUST-1595,30,14,13671.52,3,5,5,13,355,Loyal Customers,2
CUST-1596,139,6,1977.57,2,3,3,8,233,At Risk,2
CUST-1597,185,3,819.42,1,3,2,6,132,Need Attention,1
CUST-1598,71,6,2462.51,2,3,3,8,233,At Risk,2
CUST-1599,16,13,14754.22,4,5,5,14,455,Champions,2
CUST-1600,29,2,549.66,3,2,2,7,322,Need Attention,2
CUST-1601,307,2,547.83,1,2,2,5,122,Lost,1
CUST-1602,125,7,5744.89,2,4,4,10,244,At Risk,2
CUST-1603,61,3,968.33,3,3,3,9,333,Loyal Customers,2
CUST-1604,10,14,15563.08,5,5,5,15,555,Champions,2
CUST-1605,113,7,5056.15,2,4,4,10,244,At Risk,2
CUST-1606,37,7,6591.09,3,4,4,11,344,Loyal Customers,2
CUST-1607,335,2,298.43,1,2,1,4,121,Lost,1
CUST-1608,252,2,168.16,1,2,1,4,121,Lost,1
CUST-1609,280,2,451.19,1,2,2,5,122,Lost,1
CUST-1610,209,3,643.67,1,3,2,6,132,Need Attention,1
CUST-1611,16,8,4681.3,4,4,4,12,444,Champions,2
CUST-1612,7,2,698.73,5,2,2,9,522,New Customers,2
CUST-1613,71,7,1912.52,2,4,3,9,243,At Risk,2
CUST-1614,12,13,13328.57,4,5,5,14,455,Champions,2
CUST-1615,316,3,517.8,1,3,2,6,132,Need Attention,1
CUST-1616,79,5,1490.39,2,3,3,8,233,At Risk,2
CUST-1617,80,5,3255.75,2,3,3,8,233,At Risk,2
CUST-1618,27,11,10670.73,3,4,5,12,345,Loyal Customers,2
CUST-1619,12,26,45140.45,4,5,5,14,455,Champions,0
CUST-1620,40,8,6320.98,3,4,4,11,344,Loyal Customers,2
CUST-1621,359,2,113.27,1,2,1,4,121,Lost,1
CUST-1622,27,6,4561.34,3,3,4,10,334,Loyal Customers,2
CUST-1623,62,3,659.94,3,3,2,8,332,Need Attention,2
CUST-1624,12,21,60756.8,4,5,5,14,455,Champions,0
CUST-1625,19,2,529.79,4,2,2,8,422,New Customers,2
CUST-1626,8,24,49557.17,5,5,5,15,555,Champions,0
CUST-1627,4,28,67150.22,5,5,5,15,555,Champions,0
CUST-1628,1,15,16320.32,5,5,5,15,555,Champions,2
CUST-1629,9,2,792.08,5,2,2,9,522,New Customers,2
CUST-1630,39,12,12016.48,3,5,5,13,355,Loyal Customers,2
CUST-1631,109,4,1656.76,2,3,3,8,233,At Risk,2
CUST-1632,73,5,2950.75,2,3,3,8,233,At Risk,2
CUST-1633,217,3,407.44,1,3,2,6,132,Need Attention,1
CUST-1634,8,2,637.61,5,2,2,9,522,New Customers,2
CUST-1635,13,1,267.63,4,1,1,6,411,New Customers,2
CUST-1636,318,2,693.72,1,2,2,5,122,Lost,1
CUST-1637,91,5,985.24,2,3,3,8,233,At Risk,2
CUST-1638,14,22,59055.62,4,5,5,14,455,Champions,0
CUST-1639,265,1,107.95,1,1,1,3,111,Lost,1
CUST-1640,144,4,1189.31,2,3,3,8,233,At Risk,2
CUST-1641,21,1,282.81,4,1,1,6,411,New Customers,2
CUST-1642,9,25,38224.72,5,5,5,15,555,Champions,0
CUST-1643,1,18,47604.72,5,5,5,15,555,Champions,0
CUST-1644,3,1,384.38,5,1,2,8,512,New Customers,2
CUST-1645,90,3,1031.17,2,3,3,8,233,At Risk,2
CUST-1646,262,2,499.78,1,2,2,5,122,Lost,1
CUST-1647,121,3,1517.75,2,3,3,8,233,At Risk,2
CUST-1648,4,20,52022.08,5,5,5,15,555,Champions,0
CUST-1649,35,10,11242.07,3,4,5,12,345,Loyal Customers,2
CUST-1650,12,12,17088.81,4,5,5,14,455,Champions,2
CUST-1651,11,9,7688.17,5,4,4,13,544,Champions,2
CUST-1652,14,2,473.88,4,2,2,8,422,New Customers,2
CUST-1653,246,1,92.22,1,1,1,3,111,Lost,1
CUST-1654,73,7,5550.13,2,4,4,10,244,At Risk,2
CUST-1655,15,10,6560.97,4,4,4,12,444,Champions,2
CUST-1656,22,14,9133.94,4,5,4,13,454,Champions,2
CUST-1657,138,3,2107.69,2,3,3,8,233,At Risk,2
CUST-1658,19,14,14583.9,4,5,5,14,455,Champions,2
CUST-1659,326,2,273.62,1,2,1,4,121,Lost,1
CUST-1660,282,3,340.3,1,3,2,6,132,Need Attention,1
CUST-1661,14,13,31928.42,4,5,5,14,455,Champions,0
CUST-1662,286,1,272.54,1,1,1,3,111,Lost,1
CUST-1663,97,6,4728.69,2,3,4,9,234,At Risk,2
CUST-1664,241,3,367.91,1,3,2,6,132,Need Attention,1
CUST-1665,29,9,6023.14,3,4,4,11,344,Loyal Customers,2
CUST-1666,129,4,1445.69,2,3,3,8,233,At Risk,2
CUST-1667,3,19,19591.17,5,5,5,15,555,Champions,0
CUST-1668,358,1,121.46,1,1,1,3,111,Lost,1
CUST-1669,69,5,2741.97,2,3,3,8,233,At Risk,2
CUST-1670,11,15,21340.88,5,5,5,15,555,Champions,0
CUST-1671,12,9,8801.99,4,4,4,12,444,Champions,2
CUST-1672,119,6,3596.63,2,3,3,8,233,At Risk,2
CUST-1673,13,10,10289.91,4,4,5,13,445,Champions,2
CUST-1674,38,9,4712.29,3,4,4,11,344,Loyal Customers,2
CUST-1675,5,2,777.03,5,2,2,9,522,New Customers,2
CUST-1676,39,13,7732.8,3,5,4,12,354,Loyal Customers,2
CUST-1677,11,2,280.36,5,2,1,8,521,New Customers,2
CUST-1678,73,3,1728.59,2,3,3,8,233,At Risk,2
CUST-1679,25,14,15461.68,3,5,5,13,355,Loyal Customers,2
CUST-1680,2,26,63722.15,5,5,5,15,555,Champions,0
CUST-1681,1,1,95.24,5,1,1,7,511,New Customers,2
CUST-1682,193,3,325.0,1,3,1,5,131,Need Attention,1
CUST-1683,3,29,71359.34,5,5,5,15,555,Champions,0
CUST-1684,33,11,5201.58,3,4,4,11,344,Loyal Customers,2
CUST-1685,28,6,4420.18,3,3,4,10,334,Loyal Customers,2
CUST-1686,29,1,111.51,3,1,1,5,311,Need Attention,2
CUST-1687,351,1,227.19,1,1,1,3,111,Lost,1
CUST-1688,9,22,22890.77,5,5,5,15,555,Champions,0
CUST-1689,9,18,33904.2,5,5,5,15,555,Champions,0
CUST-1690,32,12,9018.5,3,5,4,12,354,Loyal Customers,2
CUST-1691,342,2,429.94,1,2,2,5,122,Lost,1
CUST-1692,13,13,12672.97,4,5,5,14,455,Champions,2
CUST-1693,8,20,48956.31,5,5,5,15,555,Champions,0
CUST-1694,128,5,3065.17,2,3,3,8,233,At Risk,2
CUST-1695,297,1,315.94,1,1,1,3,111,Lost,1
CUST-1696,60,4,1215.67,3,3,3,9,333,Loyal Customers,2
